1,ALM02,1409
2,ALM02,129
3,ALM04,32
4,ALM02,1683
5,ALM02,233
6,ALM02,1337
7,ALM04,522
8,ALM01,1370
9,ALM03,1352
10,ALM01,1221
11,ALM04,1592
12,ALM02,566
13,ALM04,894
14,ALM03,268
15,ALM03,1189
16,ALM03,370
17,ALM01,1626
18,ALM01,1683
19,ALM04,1466
20,ALM03,1215
21,ALM04,1427
22,ALM04,684
23,ALM01,1312
24,ALM04,381
25,ALM02,1686
26,ALM01,227
27,ALM03,126
28,ALM01,355
29,ALM03,1692
30,ALM02,1280
31,ALM01,259
32,ALM02,1461
33,ALM01,1133
34,ALM03,1648
35,ALM03,320
36,ALM03,457
37,ALM03,1609
38,ALM04,516
39,ALM03,962
40,ALM02,58
41,ALM02,291
42,ALM04,1147
43,ALM03,665
44,ALM02,1415
45,ALM03,459
46,ALM02,1021
47,ALM01,118
48,ALM03,727
49,ALM01,4
50,ALM01,517
51,ALM03,1124
52,ALM01,377
53,ALM01,643
54,ALM01,1662
55,ALM01,509
56,ALM03,1700
57,ALM02,83
58,ALM04,496
59,ALM04,133
60,ALM02,244
61,ALM04,340
62,ALM03,1186
63,ALM04,478
64,ALM03,1333
65,ALM04,65
66,ALM03,1326
67,ALM03,450
68,ALM02,752
69,ALM04,1077
70,ALM01,992
71,ALM01,1315
72,ALM02,1703
73,ALM01,445
74,ALM03,444
75,ALM02,618
76,ALM03,283
77,ALM01,985
78,ALM03,387
79,ALM01,1086
80,ALM01,421
81,ALM04,857
82,ALM04,796
83,ALM04,1137
84,ALM03,652
85,ALM01,147
86,ALM04,1301
87,ALM04,1754
88,ALM03,581
89,ALM01,1615
90,ALM02,744
91,ALM02,516
92,ALM01,156
93,ALM02,1585
94,ALM01,670
95,ALM02,628
96,ALM03,514
97,ALM03,1052
98,ALM03,798
99,ALM02,1460
100,ALM02,948
101,ALM03,1291
102,ALM01,644
103,ALM03,1669
104,ALM03,723
105,ALM01,789
106,ALM01,778
107,ALM02,766
108,ALM02,221
109,ALM01,717
110,ALM02,260
111,ALM01,1127
112,ALM04,916
113,ALM04,472
114,ALM03,1121
115,ALM03,871
116,ALM02,437
117,ALM02,59
118,ALM03,1794
119,ALM01,1447
120,ALM03,13
121,ALM03,422
122,ALM04,628
123,ALM04,94
124,ALM03,508
125,ALM03,1536
126,ALM03,1162
127,ALM04,1703
128,ALM02,1034
129,ALM01,1772
130,ALM03,773
131,ALM04,654
132,ALM02,1679
133,ALM03,1369
134,ALM04,1435
135,ALM04,221
136,ALM04,89
137,ALM04,58
138,ALM03,1746
139,ALM01,320
140,ALM03,1278
141,ALM04,1222
142,ALM02,1038
143,ALM03,566
144,ALM01,1102
145,ALM01,879
146,ALM02,310
147,ALM01,316
148,ALM03,651
149,ALM02,258
150,ALM02,700
151,ALM03,1690
152,ALM04,54
153,ALM03,662
154,ALM04,1053
155,ALM03,962
156,ALM04,879
157,ALM01,1761
158,ALM04,1644
159,ALM01,682
160,ALM01,1175
161,ALM04,1079
162,ALM02,1248
163,ALM01,324
164,ALM02,1315
165,ALM01,1645
166,ALM01,1148
167,ALM03,1233
168,ALM01,582
169,ALM01,763
170,ALM01,573
171,ALM04,422
172,ALM03,364
173,ALM01,1053
174,ALM01,1422
175,ALM03,135
176,ALM02,743
177,ALM04,1455
178,ALM03,1672
179,ALM02,708
180,ALM03,888
181,ALM03,1724
182,ALM01,549
183,ALM03,13
184,ALM02,425
185,ALM04,318
186,ALM01,648
187,ALM03,249
188,ALM01,1300
189,ALM03,960
190,ALM04,1470
191,ALM04,1426
192,ALM03,1468
193,ALM02,1194
194,ALM03,63
195,ALM04,1231
196,ALM03,1471
197,ALM01,93
198,ALM02,1550
199,ALM04,103
200,ALM01,1670
201,ALM01,917
202,ALM01,967
203,ALM02,1176
204,ALM03,1
205,ALM04,252
206,ALM02,1711
207,ALM01,1315
208,ALM01,85
209,ALM04,1077
210,ALM03,273
211,ALM01,54
212,ALM03,337
213,ALM03,305
214,ALM04,1274
215,ALM01,1735
216,ALM04,453
217,ALM03,879
218,ALM01,497
219,ALM02,616
220,ALM02,1732
221,ALM02,1751
222,ALM03,1522
223,ALM01,1332
224,ALM04,853
225,ALM04,130
226,ALM02,1026
227,ALM04,1049
228,ALM04,924
229,ALM02,1090
230,ALM01,20
231,ALM03,230
232,ALM01,51
233,ALM03,765
234,ALM03,793
235,ALM02,1003
236,ALM01,583
237,ALM03,977
238,ALM02,850
239,ALM03,547
240,ALM03,552
241,ALM04,50
242,ALM02,813
243,ALM03,700
244,ALM02,1204
245,ALM04,413
246,ALM01,1349
247,ALM01,969
248,ALM01,561
249,ALM03,313
250,ALM01,345
251,ALM01,396
252,ALM04,1578
253,ALM02,1032
254,ALM01,833
255,ALM04,242
256,ALM04,1364
257,ALM04,1180
258,ALM03,924
259,ALM03,447
260,ALM04,1192
261,ALM04,1616
262,ALM02,1024
263,ALM02,407
264,ALM01,13
265,ALM01,723
266,ALM04,611
267,ALM01,353
268,ALM04,1612
269,ALM01,50
270,ALM04,418
271,ALM03,1621
272,ALM01,487
273,ALM04,1678
274,ALM01,1339
275,ALM03,578
276,ALM04,584
277,ALM04,328
278,ALM03,318
279,ALM04,516
280,ALM02,642
281,ALM04,1372
282,ALM02,1280
283,ALM04,1277
284,ALM01,1723
285,ALM01,33
286,ALM01,784
287,ALM04,1610
288,ALM02,1371
289,ALM02,365
290,ALM01,1036
291,ALM03,1487
292,ALM04,209
293,ALM04,206
294,ALM02,476
295,ALM01,1151
296,ALM02,1062
297,ALM04,807
298,ALM02,579
299,ALM04,1518
300,ALM01,1378
301,ALM02,101
302,ALM02,592
303,ALM03,1197
304,ALM02,1562
305,ALM01,572
306,ALM04,222
307,ALM01,516
308,ALM04,729
309,ALM04,1195
310,ALM04,1782
311,ALM04,1664
312,ALM03,1479
313,ALM01,244
314,ALM02,578
315,ALM02,870
316,ALM03,584
317,ALM02,1415
318,ALM02,1206
319,ALM01,382
320,ALM04,1413
321,ALM04,1292
322,ALM01,70
323,ALM02,969
324,ALM02,1119
325,ALM04,560
326,ALM01,798
327,ALM03,910
328,ALM02,1270
329,ALM02,878
330,ALM01,1646
331,ALM04,301
332,ALM04,1311
333,ALM03,12
334,ALM04,231
335,ALM03,928
336,ALM02,230
337,ALM03,1019
338,ALM02,1636
339,ALM03,1010
340,ALM03,1666
341,ALM04,581
342,ALM02,1279
343,ALM01,272
344,ALM02,1245
345,ALM01,725
346,ALM01,1307
347,ALM03,1756
348,ALM02,350
349,ALM02,490
350,ALM04,1264
351,ALM03,245
352,ALM02,1454
353,ALM01,841
354,ALM02,647
355,ALM03,858
356,ALM03,175
357,ALM01,660
358,ALM04,734
359,ALM03,194
360,ALM02,1064
361,ALM01,1203
362,ALM01,283
363,ALM03,1644
364,ALM01,333
365,ALM01,1451
366,ALM02,1600
367,ALM04,300
368,ALM01,799
369,ALM02,1456
370,ALM03,153
371,ALM04,1112
372,ALM04,1169
373,ALM04,1709
374,ALM01,1599
375,ALM01,1074
376,ALM02,1548
377,ALM04,1214
378,ALM03,1699
379,ALM02,1180
380,ALM03,830
381,ALM01,721
382,ALM04,437
383,ALM02,159
384,ALM04,983
385,ALM03,957
386,ALM02,1312
387,ALM04,1557
388,ALM01,1677
389,ALM02,1461
390,ALM02,216
391,ALM02,1196
392,ALM01,1309
393,ALM03,1731
394,ALM02,1098
395,ALM04,1503
396,ALM02,946
397,ALM02,795
398,ALM04,1799
399,ALM02,836
400,ALM03,1091
401,ALM03,1019
402,ALM04,1549
403,ALM03,937
404,ALM03,1444
405,ALM04,882
406,ALM02,620
407,ALM03,1218
408,ALM03,855
409,ALM02,1016
410,ALM04,1446
411,ALM01,1096
412,ALM02,855
413,ALM04,1783
414,ALM03,1394
415,ALM02,1073
416,ALM03,825
417,ALM03,798
418,ALM04,237
419,ALM01,1094
420,ALM03,47
421,ALM02,898
422,ALM03,618
423,ALM03,1755
424,ALM04,617
425,ALM02,228
426,ALM03,116
427,ALM04,733
428,ALM02,465
429,ALM04,1622
430,ALM02,126
431,ALM01,900
432,ALM04,37
433,ALM01,1206
434,ALM04,1538
435,ALM01,853
436,ALM04,1119
437,ALM02,1007
438,ALM01,460
439,ALM02,479
440,ALM01,145
441,ALM01,193
442,ALM02,1539
443,ALM03,1450
444,ALM01,1410
445,ALM01,1587
446,ALM04,910
447,ALM04,565
448,ALM03,1075
449,ALM01,1667
450,ALM01,943
451,ALM01,1078
452,ALM01,158
453,ALM04,613
454,ALM03,944
455,ALM02,640
456,ALM04,199
457,ALM01,229
458,ALM01,1302
459,ALM02,1659
460,ALM03,246
461,ALM04,1267
462,ALM02,1123
463,ALM02,1246
464,ALM02,944
465,ALM01,429
466,ALM03,811
467,ALM04,685
468,ALM03,890
469,ALM02,141
470,ALM03,63
471,ALM01,1
472,ALM01,1203
473,ALM02,1202
474,ALM03,617
475,ALM02,913
476,ALM03,270
477,ALM03,908
478,ALM04,306
479,ALM04,1434
480,ALM03,624
481,ALM01,459
482,ALM04,1074
483,ALM01,1380
484,ALM02,243
485,ALM02,598
486,ALM02,1540
487,ALM02,1122
488,ALM01,1231
489,ALM03,1597
490,ALM04,1321
491,ALM04,478
492,ALM04,575
493,ALM01,1262
494,ALM04,1564
495,ALM01,1061
496,ALM02,291
497,ALM03,119
498,ALM04,1322
499,ALM03,414
500,ALM03,1047
501,ALM03,374
502,ALM02,72
503,ALM03,1187
504,ALM03,305
505,ALM03,1442
506,ALM01,1304
507,ALM01,1342
508,ALM04,383
509,ALM03,794
510,ALM01,763
511,ALM04,332
512,ALM04,844
513,ALM03,1076
514,ALM01,907
515,ALM04,497
